date,Avg_Passengers,Avg_Distance,Avg_Fare,Avg_Extra,Avg_MTA_tax,Avg_Tip,Avg_Tolls,Avg_Surcharge,Avg_Total,Avg_Duration,Total_Trips,maximum temperature,minimum temperature,average temperature,precipitation,Rain,Snow_fall,Snow_depth
2016-02-03,1.3392992185530628,2.9755593647592637,12.857028989160575,0.4048903453491303,0.4964456768338795,2.8155276027224603,0.15406100327703554,0.2976667506932191,17.0256203680363,0.3219993838052825,19835,59,42,50.5,0.73,0.73,0,0
2016-02-04,1.341554054054054,3.139774131274131,13.329333011583012,0.41684362934362934,0.4961148648648649,2.91449083011583,0.16447007722007723,0.2973301158301158,17.61858252895753,0.35842536733161734,20720,59,44,51.5,0.01,0.01,0,0
2016-02-05,1.3372557172557173,3.0359758835758837,12.678028274428275,0.4507484407484407,0.4969022869022869,2.8033742203742205,0.14516424116424118,0.29788648648648647,16.87210395010395,0.29765939015939014,24049.999999999996,44,31,37.5,3.0300000000000002,0.53,2.5,1
2016-02-06,1.3801684268654655,3.270459722509836,13.271060260923587,0.25101815420722023,0.4966004003589425,2.872382135707876,0.13841961758818253,0.2977911230758611,17.327271691861668,0.33349983318377396,28973.999999999996,40,30,35,0,0,0,0
2016-02-07,1.3926915945611866,3.4326077719406674,13.385132107540173,0.2513133498145859,0.4969290791100124,2.8861418417799753,0.1324405129789864,0.2978040018541409,17.449760893077872,0.3545463363548963,25888,47,33,40,0,0,0,0
2016-02-08,1.3331071913161465,3.141663274536409,12.672265377657169,0.4009780642243329,0.4956467661691542,2.8177464947987336,0.1755721393034826,0.29739258254183626,16.85960142469471,0.28612037665209306,17688,39,28,33.5,0.15000000000000002,0.05,0.1,0
2016-02-09,1.336692859583191,3.0686362601070494,12.880152032798087,0.40895114451656983,0.496498120942945,2.863853205785218,0.1432798086778271,0.2978100444140758,17.09054435713472,0.31928489858153336,17562,36,27,31.5,0.01,0,0.01,0.01
2016-02-10,1.3546742787236212,3.029626873279641,12.760504638597206,0.42037924355184014,0.4962789275155469,2.8018274034050363,0.14917830563767967,0.2975379753287797,16.92570649403609,0.33558701759155424,19618,39,31,35,0.02,0.01,0.01,0
2016-02-11,1.3579959342707097,2.9940813992884974,12.788322463154328,0.4385905471794003,0.49684482466542434,2.8062027782483483,0.1553790445536168,0.29804633237336947,16.983385990174487,0.34510061974137446,23612,31,18,24.5,0.02,0.01,0.01,0
2016-02-12,1.3483393672280812,3.1702750668975286,13.552596017629467,0.43428301589800095,0.4960845269951204,2.989845742169054,0.17223162285534394,0.29760506847158824,17.942645994018573,0.35609948056036517,25412,27,15,21,0,0,0,0
2016-02-13,1.3863518422418266,3.1748271276595745,12.853388362740011,0.23006940840685006,0.4965133627400104,2.818942656979761,0.1357981966787753,0.29789017903476905,16.832602166580177,0.33609986738165254,30832.000000000004,22,6,14,0,0,0,0
2016-02-14,1.384835861963542,3.1900626743608362,12.743349638858104,0.21508006267436083,0.4954522872320098,2.7668055184010396,0.1232774104788474,0.2971830932090037,16.641148010853364,0.33915703833921435,26167,15,-1,7,0,0,0,0
2016-02-15,1.346427833987198,3.228522609952509,12.89087807144332,0.1788664051207929,0.49543155069172,2.8633274829651043,0.1485845550278753,0.29716394796613665,16.87425201321495,0.3248473742170831,19372,35,13,24,1.8399999999999999,0.44,1.4,0
2016-02-16,1.32465957329511,3.1946397265560393,13.1983786316776,0.37548927724791886,0.49619604167815207,2.9089370968631125,0.17963448922211808,0.29774243343072937,17.456377970119632,0.32259369008459365,18139,54,35,44.5,1.01,1.01,0,0
2016-02-17,1.349478035080282,3.138717079116104,13.045360076307562,0.4124317736208998,0.4963965873562609,2.907772773037995,0.16967887234380796,0.29758200413332625,17.329222086799852,0.31795858136234906,18871,39,35,37,0,0,0,0
2016-02-18,1.3523221887406132,3.143664801262735,13.188770268331181,0.42545558903716457,0.4964366001817573,2.8820839910077964,0.16160807385086334,0.297558234084278,17.45191275649304,0.32403425487476284,20907,36,27,31.5,0,0,0,0
2016-02-19,1.3638058910786184,3.2416397541852087,13.34041958041958,0.4469591015045561,0.49654587836406017,2.9041148548421276,0.15976859504132232,0.2978766687857597,17.645684678957405,0.3348013468013468,23595,39,24,31.5,0,0,0,0
2016-02-20,1.3829787234042554,3.380636562424074,13.63701016972684,0.24981777793203985,0.49737947311790637,2.893207455485752,0.12450452951997501,0.29816736663080073,17.700086772413314,0.3375875051581379,28810.999999999996,61,39,50,0,0,0,0
2016-02-21,1.3942408158147699,3.399421991892005,13.401085802649726,0.24482801855644248,0.4964893216867973,2.9089806494754877,0.1322163246541564,0.2976060517407113,17.481206168763322,0.3480973261262265,23927,55,44,49.5,0.03,0.03,0,0
2016-02-22,1.3383220782381213,3.1978043438583685,13.141809332603273,0.3963010281681572,0.49592383038267324,2.8923209831477763,0.17584595729147656,0.2976090527468516,17.399810184340208,0.30489561152683986,16437,52,38,45,0,0,0,0
2016-02-23,1.3445532435740515,2.865764993880049,12.473264758497317,0.4297147161284249,0.49606910837020995,2.730069202523303,0.142085020242915,0.29764146502212596,16.568844270784297,0.32261984904120766,21242,40,35,37.5,0.31,0.3,0.01,0
2016-02-24,1.3342522398345968,2.964012405237767,12.789277739490007,0.4037675166551803,0.49547438548127726,2.8288389616356535,0.15229267172065242,0.29738111647139903,16.96703239145417,0.3248172141817903,21765,60,36,48,1.22,1.22,0,0
2016-02-25,1.3488382626024729,3.1101947551972464,13.245167806512976,0.43129217808777576,0.4956519769917116,2.9402572580279904,0.18236514334888357,0.29749988677023415,17.592234249739573,0.3256096793836275,22079,61,37,49,0.02,0.02,0,0
2016-02-26,1.3571797828766852,3.138230007555573,13.310567860977452,0.44365133017855013,0.4962420964727403,2.892962182367678,0.15075913627868134,0.2978049071459816,17.591987513421085,0.34986000097206205,25146.999999999996,39,27,33,0,0,0,0
2016-02-27,1.3855805892547661,3.27690294627383,13.300431195840554,0.24876949740034665,0.49623916811091856,2.89356568457539,0.13175147313691507,0.2977227036395147,17.36847972270364,0.35185561332563065,28850,41,26,33.5,0,0,0,0
2016-02-28,1.3816336145971646,3.463419711311946,13.6048006167816,0.2427292585771191,0.4959737867820277,2.9350293399580245,0.13914121728701762,0.2976228209191759,17.715297040304964,0.3417854780295351,23347.000000000004,60,38,49,0,0,0,0
2016-02-29,1.3425650244368295,3.2417594517161956,13.339589348912982,0.38641087579349476,0.4957305769338801,2.9098269760125834,0.17886916465367114,0.29753946407505194,17.607966406381664,0.3186377325868085,17801,61,47,54,0.05,0.05,0,0
2016-03-01,1.3204197834096238,3.1588070782628113,13.178361616612705,0.4118287373004354,0.49581333035614605,2.869783409623758,0.149845372334487,0.2974879982136876,17.40312046444122,0.3366887629786759,17914,52,39,45.5,0,0,0,0
2016-03-02,1.3513115237253168,3.004375675410158,12.782973769525494,0.41998231653404067,0.49587385794282346,2.857134787307201,0.15180273111307593,0.2975537872089596,17.005321249631596,0.31241994684044494,20358,55,29,42,0.14,0.14,0,0
2016-03-03,1.3513525638149926,3.1470189762684493,13.193678614687542,0.42097707594993494,0.4961195101161904,2.9092055089498006,0.16636893813646764,0.29777937284105693,17.484129020680992,0.33700090719224,22290.999999999996,36,26,31,0,0,0,0
2016-03-04,1.352781930583054,3.1433892278475897,13.175837003515294,0.44270475574770696,0.49618166390561236,2.9429435532748798,0.1690625883874096,0.2978423370641238,17.524571901895026,0.3394831665476944,24749,39,30,34.5,0.51,0.11,0.4,0.01
2016-03-05,1.3826883147826678,3.2779059872698184,13.22409850573539,0.2483917083631165,0.49603458252493277,2.850223629122843,0.1325484189386977,0.29767180639232105,17.248968651077302,0.33533463055621743,29379,41,28,34.5,0,0,0,0
2016-03-06,1.3784299276084788,3.4028566474489574,13.464903550218908,0.23310503272790323,0.4960553123238979,2.924726256014565,0.13278772378516623,0.2975811695348736,17.549159044605315,0.33751629170459635,23069,44,32,38,0,0,0,0
2016-03-07,1.34112348609336,3.2235104375874872,13.38142657172418,0.38806706834641835,0.4946138396932627,2.959763252388777,0.17237599659180816,0.29691436918020814,17.693161097924655,0.3234256723402241,16431.000000000004,60,36,48,0,0,0,0
2016-03-08,1.3256278538812785,3.138473173515982,13.266964041095891,0.4131563926940639,0.4956335616438356,2.9012939497716896,0.15776997716894978,0.2973972602739726,17.5322151826484,0.3266435660832065,17520,67,47,57,0,0,0,0
2016-03-09,1.3402421730118905,3.260436347769172,13.72047289189484,0.41281226137231375,0.49560270535616885,2.992644812915894,0.1884586015053998,0.2974473655503436,18.10743863859496,0.33752052955650097,18334,77,44,60.5,0,0,0,0
2016-03-10,1.3445440220602718,3.324519893637975,13.792168111089225,0.42249359858183966,0.49561749064408117,3.038442978136695,0.19948197754579475,0.2975329919243648,18.245737147922,0.32626572998052217,20307.999999999996,79,63,71,0,0,0,0
2016-03-11,1.3459264539393685,3.3344437921925447,13.855859365172543,0.44310033963688206,0.4956601953960334,3.0349742127552517,0.2018051071323745,0.2977483332634492,18.329147553356535,0.33700921538755413,23849.000000000004,68,48,58,0.06,0.06,0,0
2016-03-12,1.3850901858583087,3.4704450997873946,13.874112200809272,0.2442390782525204,0.495987929497291,2.993702420958782,0.16119882038268982,0.297777930183115,18.06701838008367,0.34819886419922425,29162.000000000004,59,40,49.5,0,0,0,0
2016-03-13,1.3838070860837937,3.573720867573757,13.86646369392429,0.23831335039741344,0.4964075620818178,2.9941964165431765,0.15375544478871975,0.2979118954600566,18.047048363195472,0.3460686629644598,22269,62,50,56,0.01,0.01,0,0
2016-03-14,1.3315589754400758,3.063837356382418,13.001972699483504,0.40010013702961944,0.49517761146832506,2.8202376936860967,0.1708653947507115,0.29720143354063455,17.18555496995889,0.32623244673998336,18974,51,40,45.5,0.29,0.29,0,0
2016-03-15,1.327989923856415,3.175569359363371,13.344230262781245,0.3945726226598729,0.49504780443121316,2.9412406251789087,0.16721016774489036,0.2971317341272113,17.63943321692334,0.35700726131180704,17467,57,44,50.5,0,0,0,0
2016-03-16,1.3342444559051057,3.1987065497679215,13.497381124290872,0.4214801444043321,0.49528107271789584,2.943882929345023,0.17438628158844766,0.29724600309437854,17.82965755544095,0.35419454472523065,19390,65,48,56.5,0.02,0.02,0,0
2016-03-17,1.3368176538908245,3.2033277584204414,13.481400696864112,0.4255052264808362,0.49556329849012776,2.984066898954704,0.16921207897793264,0.2972822299651568,17.85303042973287,0.3527552458381727,21525,63,45,54,0.01,0.01,0,0
2016-03-18,1.3480465502909393,3.2325054031587697,13.647551122194514,0.43173316708229426,0.4953865336658354,3.0157477140482127,0.16278345802161262,0.29731920199501244,18.05052119700748,0.3658905283088575,24060,57,42,49.5,0,0,0,0
2016-03-19,1.3822656222055298,3.3506202382229855,13.493377687162427,0.2506885574274779,0.49645884751582786,2.9870104088421505,0.14163644167829165,0.2979718853954287,17.667143828021604,0.3554923930798488,27957,46,36,41,0,0,0,0
2016-03-20,1.3981815967853228,3.3956155376060395,13.383944067865405,0.23765068798960914,0.49525104517595486,2.944792791330113,0.13183626253196412,0.29718715752729635,17.490662012420344,0.3310541507127942,24637,43,32,37.5,0.08,0.07,0.01,0
2016-03-21,1.3461993843239404,3.1879469571394745,12.960464717025811,0.39696305943641963,0.49567842765806297,2.859102533743784,0.17685946009945536,0.2974248164811745,17.186493014444707,0.30413412331938855,16892,50,32,41,0.56,0.06,0.5,0.01
2016-03-22,1.3278244527968164,3.15561795268627,13.308101370771611,0.4001492372319257,0.4957439752376741,2.9349447269511386,0.1596611762104798,0.29754587663055493,17.596146363033384,0.3315702612572776,18092,56,35,45.5,0,0,0,0
2016-03-23,1.3284466961302146,3.2020222054543495,13.401677266357659,0.4020426862132155,0.4955804678236499,2.944443785706586,0.17832327260967987,0.2975099708957637,17.719577449606554,0.35425510222413853,18554,71,48,59.5,0,0,0,0
2016-03-24,1.3271032393381497,3.2709247261710557,13.815064553717082,0.42948030762060124,0.4961547424842694,2.9752342111395946,0.18144068981589373,0.2977347937543696,18.19510929853181,0.36004501670162353,21455,55,44,49.5,0,0,0,0
2016-03-25,1.3620463093026418,3.3329534641352123,13.4406225927772,0.4401422810276859,0.49626172459105533,2.9954796320630748,0.16767365988490643,0.2978657845847116,17.838045674928633,0.3218861046918503,22069.000000000004,72,44,58,0.04,0.04,0,0
2016-03-26,1.3925322574506147,3.283280173562212,13.200874281581852,0.26211319605678834,0.49617478019259315,2.896930689300803,0.13080158337456704,0.29776196094850227,17.284656491455106,0.33709382678457395,26273,55,38,46.5,0,0,0,0
2016-03-27,1.3907916647913947,3.4488739367208243,13.46507538593096,0.24512804356631712,0.49576938656105135,2.9007340564381834,0.1387452180566182,0.29742112606327914,17.54287321661641,0.3517076351070905,22219,55,43,49,0,0,0,0
2016-03-28,1.3506377398974847,3.2294588151150316,13.385449398021219,0.38785910120395756,0.4958576707593277,2.9635510787936585,0.1871867922279175,0.29767552747645726,17.717579568482538,0.3199176666534218,16778,62,42,52,0.38,0.38,0,0
2016-03-29,1.340476711130549,3.085370107150667,13.022373168598294,0.41083533785261317,0.49584517821998686,2.880047015088563,0.16990104963918654,0.29765471244259784,17.27665646184124,0.3360460553490293,18292,53,40,46.5,0,0,0,0
2016-03-30,1.3347714432460196,3.143034411915768,13.25420390344119,0.41908063687724706,0.496045197740113,2.9061376476630714,0.1689049820236261,0.29781201848998456,17.542184386235235,0.3307701021514581,19470,56,37,46.5,0,0,0,0
2016-03-31,1.3549329501915708,3.2761455938697317,13.733598659003832,0.41630747126436785,0.4954741379310345,3.0169607279693484,0.1772595785440613,0.2975862068965517,18.137186781609195,0.34397634631758195,20880,73,49,61,0,0,0,0
2016-04-01,1.3494707544384936,3.2668797705899717,13.81657445283178,0.44462952810694556,0.49531902332054145,3.0185619702273017,0.17713870029097964,0.29735588074052205,18.24957955551807,0.35922693599853806,23713,79,61,70,0.02,0.02,0,0
2016-04-02,1.3976841889537863,3.3093954298596167,13.448392253304641,0.25019639990436177,0.4961232366704239,2.8754110735389555,0.15368343751067393,0.29759196638999896,17.521398367319055,0.37501372901746916,29277,61,49,55,0.16,0.16,0,0
2016-04-03,1.37949416810293,3.342290272155197,13.27169786364183,0.24016994669125016,0.495430678584312,2.850703835825083,0.1430065333279891,0.2973906769810413,17.298399535051505,0.3230632601618413,24949.000000000004,50,34,42,0.09999999999999999,0.09,0.01,0
2016-04-04,1.362108952223883,3.0313822604751843,12.9474060712261,0.4055558418801216,0.49569654177189093,2.8352955728495592,0.18102716074833788,0.29747977116940677,17.162460959645415,0.3377481002365041,19403,45,29,37,0.48,0.47,0.01,0
2016-04-05,1.3521230951324161,3.1181969719386498,13.664743305222666,0.41988459831336,0.49561079055087043,3.0080130196774673,0.1613251467179563,0.29749963012279923,18.047076490605118,0.3694120048440214,20276.999999999996,43,26,34.5,0,0,0,0
2016-04-06,1.3548840477863668,3.100122477662885,13.370834755546632,0.41988756148981027,0.4950306194157213,2.9161976709165747,0.1678049392631262,0.2972291938560385,17.66913813874109,0.3298889558165735,19922,48,30,39,0,0,0,0
2016-04-07,1.360100317039701,3.1758694932096723,13.467718733733971,0.40926513036483225,0.49574125774854494,2.9783409832962664,0.17302512657928357,0.2974731462641366,17.821564377987034,0.348241008007487,21133,58,48,53,0.09,0.09,0,0
2016-04-08,1.3524375743162902,3.2548913991280224,13.863989298454221,0.43670233848592943,0.4955608402695204,3.0018779231074117,0.17310265556876733,0.2975148632580262,18.268747919143877,0.36176658079006474,25230.000000000004,50,40,45,0.01,0.01,0,0
2016-04-09,1.403603890926487,3.2419891564343803,13.148885664168395,0.24055174613299316,0.4965236804337426,2.828435018338383,0.1318424493701164,0.2979716153723489,17.144210173815978,0.33444585304488034,31355,43,36,39.5,0.12,0.11,0.01,0
2016-04-10,1.3822985362715137,3.5447583239504583,13.971519623612675,0.24042946758886924,0.4961999356602863,2.987147337944346,0.1440139938877272,0.2977320250924883,18.137042383786394,0.3568888397404965,24868.000000000004,50,31,40.5,0,0,0,0
2016-04-11,1.357288596690093,3.2955089548855137,13.622936408977557,0.3982656993878939,0.49515416005440943,2.982420652913172,0.18278621627748812,0.2971775107685332,17.978740648379052,0.32710624008161415,17644,65,43,54,0.01,0.01,0,0
2016-04-12,1.343293037005754,3.0943139946154252,13.345767301905717,0.3938394129757694,0.4965686533284063,2.9191152404582166,0.16934857203188514,0.29802037692023436,17.622659557620228,0.34474691618715797,18943.000000000004,59,45,52,0.2,0.2,0,0
2016-04-13,1.357270819470748,3.132466089983109,13.443689921687055,0.4146235348313457,0.4956492808517173,2.918888263295286,0.164209960587603,0.2974202794697241,17.734481240722733,0.33674215022208576,19537,58,40,49,0,0,0,0
2016-04-14,1.3448709587254262,3.189829497810491,13.556376129693469,0.42441535451411533,0.49604024969719557,2.960679679493152,0.18019379483834902,0.2978058324792695,17.91551104071555,0.3541958083584376,21466,62,43,52.5,0,0,0,0
2016-04-15,1.3513076518856866,3.238661627389951,13.806137273131492,0.43738631310885645,0.49587695541452764,3.0085941226403654,0.1686539472088605,0.2977323254779902,18.214380936982092,0.35101379513229225,24739,65,42,53.5,0,0,0,0
2016-04-16,1.394691078518227,3.3888939200052497,13.84195918233422,0.2501230436066542,0.49606260458706564,2.9629943892115365,0.15928044098828625,0.2978541194999508,18.008273780227714,0.3574955795445017,30477,68,43,55.5,0,0,0,0
2016-04-17,1.409468438538206,3.561670226230027,14.105954358487582,0.24086378737541528,0.495530770447714,3.0152732953646573,0.16294019933554818,0.29748457522543903,18.318046986236354,0.35900392650600293,25284,75,44,59.5,0,0,0,0
2016-04-18,1.3416720370261879,3.4492372136621947,14.150456382916397,0.3980315191282442,0.4951959693010721,3.06394164860273,0.2221793895365868,0.29741636885582046,18.62722127834085,0.33015819777244,17069,82,51,66.5,0,0,0,0
2016-04-19,1.3405278461194363,3.1719671214493403,13.622404383806755,0.40306978304629837,0.4954708118989041,2.9591165287407737,0.1717490494296578,0.2973831357638112,17.9491936926862,0.34328218581475684,17884,73,55,64,0,0,0,0
2016-04-20,1.3391984359726294,3.1643643566393993,13.585535833719195,0.4171682872871328,0.4955497247517621,2.9862782322374852,0.1688362401605186,0.29737613829294646,17.95074445644904,0.3362926806262969,19437,69,49,59,0,0,0,0
2016-04-21,1.3522561863173217,3.276057738961669,14.076924793789422,0.40921882581271224,0.4954876273653566,3.0836424065987385,0.1966016496846191,0.2975109170305677,18.559386220281418,0.32967681546175,20610,73,49,61,0,0,0,0
2016-04-22,1.3657385146653844,3.3311120339205313,14.116689251213009,0.43078200813043666,0.4954102373562967,3.0960020981772085,0.2001744109804607,0.297573982602614,18.636631988460024,0.36345745120038075,22877.000000000004,79,62,70.5,0.01,0.01,0,0
2016-04-23,1.415832575068244,3.4185226569608735,13.765406369426751,0.26124949954504095,0.49592356687898087,2.9629426751592356,0.16001929026387626,0.2976414922656961,17.943182893539582,0.3491054797290466,27475.000000000004,71,54,62.5,0.16,0.16,0,0
2016-04-24,1.4174179355562266,3.4992218435922875,13.671253504723289,0.25490661260406333,0.4957080619419402,2.9485545442781347,0.1515205107190614,0.2975413018159858,17.819484536082474,0.3442842096938849,23183,68,47,57.5,0,0,0,0
2016-04-25,1.3489340229595055,3.429216601488583,13.793727765863505,0.39417497161599596,0.495206257096001,3.06736217989151,0.19971552920398636,0.2973319036205374,18.247518607291536,0.33190022146531545,15854,69,50,59.5,0,0,0,0
2016-04-26,1.3474861548485177,3.1162096861765662,12.822101748289716,0.4324302312954718,0.49609078075795415,2.8558442827668586,0.1599163861439896,0.2978987946574004,17.06428222391139,0.29610758195485093,18418,60,47,53.5,0.24,0.24,0,0
2016-04-27,1.3510661210424295,3.21154426017661,13.303372280852896,0.4097835451216886,0.4958539737238854,2.8903386818867114,0.1810311221193194,0.2975608442817144,17.577940447986215,0.3375135957355158,18572,62,46,54,0,0,0,0
2016-04-28,1.3409169764560098,3.2243320941759603,13.257468153655514,0.435910780669145,0.4964064436183395,2.9185903345724906,0.18576604708798017,0.2979628252788104,17.59210458488228,0.33110711827068706,20175,59,48,53.5,0,0,0,0
