date,Avg_Passengers,Avg_Distance,Avg_Fare,Avg_Extra,Avg_MTA_tax,Avg_Tip,Avg_Tolls,Avg_Surcharge,Avg_Total,Avg_Duration,Total_Trips,maximum temperature,minimum temperature,average temperature,precipitation,Rain,Snow_fall,Snow_depth,Day_of_Week,Day_of_Month,Week,Month,Weekday,Has_Snow,Has_Rain
2016-04-21,1.3522561863173217,3.276057738961669,14.076924793789422,0.40921882581271224,0.4954876273653566,3.0836424065987385,0.1966016496846191,0.2975109170305677,18.559386220281418,0.32967681546175,20610,73,49,61,0,0,0,0,5,4,16,4,TRUE,FALSE,FALSE
2016-04-22,1.3657385146653844,3.3311120339205313,14.116689251213009,0.43078200813043666,0.4954102373562967,3.0960020981772085,0.2001744109804607,0.297573982602614,18.636631988460024,0.36345745120038075,22877.000000000004,79,62,70.5,0.01,0.01,0,0,6,4,17,4,TRUE,FALSE,TRUE
2016-04-23,1.415832575068244,3.4185226569608735,13.765406369426751,0.26124949954504095,0.49592356687898087,2.9629426751592356,0.16001929026387626,0.2976414922656961,17.943182893539582,0.3491054797290466,27475.000000000004,71,54,62.5,0.16,0.16,0,0,7,4,17,4,FALSE,FALSE,TRUE
2016-04-24,1.4174179355562266,3.4992218435922875,13.671253504723289,0.25490661260406333,0.4957080619419402,2.9485545442781347,0.1515205107190614,0.2975413018159858,17.819484536082474,0.3442842096938849,23183,68,47,57.5,0,0,0,0,1,4,17,4,FALSE,FALSE,FALSE
2016-04-25,1.3489340229595055,3.429216601488583,13.793727765863505,0.39417497161599596,0.495206257096001,3.06736217989151,0.19971552920398636,0.2973319036205374,18.247518607291536,0.33190022146531545,15854,69,50,59.5,0,0,0,0,2,4,17,4,TRUE,FALSE,FALSE
2016-04-26,1.3474861548485177,3.1162096861765662,12.822101748289716,0.4324302312954718,0.49609078075795415,2.8558442827668586,0.1599163861439896,0.2978987946574004,17.06428222391139,0.29610758195485093,18418,60,47,53.5,0.24,0.24,0,0,3,4,17,4,TRUE,FALSE,TRUE
2016-04-28,1.3409169764560098,3.2243320941759603,13.257468153655514,0.435910780669145,0.4964064436183395,2.9185903345724906,0.18576604708798017,0.2979628252788104,17.59210458488228,0.33110711827068706,20175,59,48,53.5,0,0,0,0,5,4,17,4,TRUE,FALSE,FALSE
2016-04-30,1.4152536283948842,3.4634017100158068,13.991679479810317,0.25093404224744936,0.49619198160655265,2.981472912774824,0.15471008765627245,0.2978660727115965,18.172854576807012,0.35071582962111414,27836,65,46,55.5,0,0,0,0,7,4,18,4,FALSE,FALSE,FALSE
2016-05-01,1.3810333106730115,3.4244739972807614,13.54543507817811,0.22937202583276683,0.4956449694085656,2.9100854010876955,0.146493456832087,0.2974762066621346,17.62450713800136,0.3486919093209457,23536,51,45,48,0.16,0.16,0,0,1,5,18,5,FALSE,FALSE,TRUE
2016-05-02,1.3352069793313426,3.302748989987704,13.570622987294339,0.3837168452485508,0.4958135722231981,2.974163007201827,0.1895473973886059,0.2974178816089935,17.911281690965513,0.3488182530853355,17078.999999999996,60,45,52.5,0.04,0.04,0,0,2,5,18,5,TRUE,FALSE,TRUE
2016-05-03,1.370252669966137,3.0884938786142224,13.358126074498568,0.3924459494660068,0.49588434488147953,2.9543250846574627,0.17470539202917426,0.2978588174003647,17.673345662933055,0.34133823912477207,19195,56,51,53.5,0.61,0.61,0,0,3,5,18,5,TRUE,FALSE,TRUE
2016-05-04,1.3421246500663033,3.062694857816414,13.423554835224204,0.41933107411227344,0.49607091989587937,2.965382839742645,0.1913221354550366,0.2977014881390894,17.79336329256913,0.37785891055340004,20361,52,48,50,0.01,0.01,0,0,4,5,18,5,TRUE,FALSE,TRUE
2016-05-05,1.3480144726850405,3.1991713941126547,13.825083307276545,0.42444275695716266,0.49591280653950953,3.0282248626434987,0.17867825077053648,0.2976682896323759,18.250010273819626,0.3905987353771782,22386.999999999996,57,46,51.5,0,0,0,0,5,5,18,5,TRUE,FALSE,FALSE
