date,Avg_Passengers,Avg_Distance,Avg_Fare,Avg_Extra,Avg_MTA_tax,Avg_Tip,Avg_Tolls,Avg_Surcharge,Avg_Total,Avg_Duration,Total_Trips,maximum temperature,minimum temperature,average temperature,precipitation,Rain,Snow_fall,Snow_depth,Day_of_Week,Day_of_Month,Week,Month,Weekday,Has_Snow,Has_Rain
2016-05-07,1.3775059806597256,3.4457576063883555,13.916342194817885,0.23318946056133966,0.49658007345260957,3.0281582937430507,0.16656423733953302,0.2979480440715657,18.138782303985984,0.3815768631767318,29679,60,48,54,0,0,0,0,7,5,19,5,FALSE,FALSE,FALSE
2016-05-09,1.3257164262970593,3.360890304051945,14.027678716363864,0.3910220390834738,0.49484922270088033,3.0863669850783544,0.21404570144221766,0.2969282637197977,18.510890928388587,0.34992145498185956,16016.999999999998,72,52,62,0,0,0,0,2,5,19,5,TRUE,FALSE,FALSE
2016-05-10,1.3399838075410595,3.1597918112421928,13.470224381216747,0.41406430719407816,0.4956338191071015,2.9698612074947954,0.17794876243349525,0.2974149895905621,17.82514746703678,0.34547396676690567,17291.999999999996,63,50,56.5,0,0,0,0,3,5,19,5,TRUE,FALSE,FALSE
2016-05-11,1.3318994043679682,3.2322512684756233,13.787068166776969,0.40960732406794614,0.4954776086476947,3.0109425325391572,0.1817096845356276,0.29718729318332227,18.18199260975072,0.35006291822928154,18132,76,50,63,0,0,0,0,4,5,19,5,TRUE,FALSE,FALSE
2016-05-13,1.3623415761879205,3.2329183007885067,14.107027618379226,0.4485819262684226,0.49578912603723735,3.083797630351319,0.1888861825537712,0.29751063039260206,18.621593113982577,0.3927109450613971,24223.000000000004,65,57,61,0.25,0.25,0,0,6,5,20,5,TRUE,FALSE,TRUE
2016-05-14,1.4008418167580265,3.5001331245105716,14.35113286348212,0.23500717828243278,0.49642717306186374,3.0585421560950143,0.14848016183764032,0.29804228660924037,18.587631819368312,0.38184265241161286,30648,73,56,64.5,0,0,0,0,7,5,20,5,FALSE,FALSE,FALSE
2016-05-16,1.342875281352802,3.355818664512033,13.952519766837883,0.39366306919836097,0.4944018006579327,3.0951497662607492,0.20558723379696428,0.296796906562013,18.4381185433139,0.39043033351929873,17327,66,43,54.5,0,0,0,0,2,5,20,5,TRUE,FALSE,FALSE
2016-05-17,1.3667165179722551,3.3879964932185036,14.313702232994688,0.41857047083698623,0.4953844567067196,3.120285183848177,0.19265741838997472,0.2971223763601671,18.837722139136712,0.37707775371163027,19391,64,52,58,0,0,0,0,3,5,20,5,TRUE,FALSE,FALSE
2016-05-18,1.358320478210567,3.324547821056691,14.30756700732742,0.42446008484381026,0.49607115310451216,3.220269475510991,0.21728017740069416,0.2975269957578095,18.963174893945236,0.3788569787247718,20744,68,52,60,0.01,0.01,0,0,4,5,20,5,TRUE,FALSE,TRUE
2016-05-19,1.3608185789836744,3.468563347896068,14.670941365831226,0.42069441250862266,0.49609105541503795,3.2483196137043,0.19868521499195219,0.297530466773971,19.33226212922511,0.40285596944380575,21745.000000000004,73,54,63.5,0,0,0,0,5,5,20,5,TRUE,FALSE,FALSE
2016-05-21,1.3782485606132902,3.5022441708814456,14.375683112256258,0.23445303305022744,0.4965645576868022,3.098878391704043,0.15816108407290771,0.2976906193339059,18.661430798104146,0.3838701300307847,31437,66,54,60,0.04,0.04,0,0,7,5,21,5,FALSE,FALSE,TRUE
2016-05-22,1.389228987425546,3.6242025148908006,14.138460043017869,0.2310762739907346,0.49613252812706815,3.0176509761747186,0.15923022832561218,0.2975057908669755,18.340055840502977,0.3767777272225899,24176,70,52,61,0.09,0.09,0,0,1,5,21,5,FALSE,FALSE,TRUE
2016-05-26,1.3494708733063001,3.2887760854514885,14.232338542181783,0.42028483829492636,0.49577193155968746,3.1115156759964395,0.1753896746118089,0.29759667688655916,18.732897339531203,0.3954601149463181,20222,90,69,79.5,0,0,0,0,5,5,21,5,TRUE,FALSE,FALSE
2016-05-28,1.396473092125266,3.5275507101594057,13.78431134083308,0.24525474525474525,0.49578682187377837,3.0304508534943317,0.15738609216870086,0.29761542805021063,18.01080528167485,0.35131482044525525,23022.999999999996,92,71,81.5,0,0,0,0,7,5,22,5,FALSE,FALSE,FALSE
2016-05-29,1.3968191827746512,3.6383905064839737,14.035640322975288,0.2552483484218253,0.49554685588451186,3.035280645950575,0.14807633961340838,0.29725471005627596,18.267047222901883,0.3828975341869886,20435,87,70,78.5,0.01,0.01,0,0,1,5,22,5,FALSE,FALSE,TRUE
2016-05-30,1.384380160234848,3.452890954681671,13.321207877194055,0.2273561250076448,0.49562717876582474,2.9893896397773836,0.15189835484068254,0.29741300226285855,17.48289217784845,0.34250307490537446,16351.000000000002,82,68,75,1.65,1.65,0,0,2,5,22,5,TRUE,FALSE,TRUE
2016-05-31,1.3378696028702215,3.316922553507361,13.903495608066311,0.3895521464802672,0.49529877520722504,3.068562414944946,0.21063961400470124,0.2973091673883459,18.3648577260918,0.35595357884173917,16166,85,71,78,0,0,0,0,3,5,22,5,TRUE,FALSE,FALSE
2016-06-03,1.3475164835164835,3.3431648351648353,14.236223296703297,0.4198461538461538,0.49624175824175826,3.1653292307692307,0.21075516483516482,0.29786373626373625,18.82625934065934,0.37058761904761905,22750.000000000004,70,63,66.5,0.04,0.04,0,0,6,6,23,6,TRUE,FALSE,TRUE
2016-06-05,1.3893427171044364,3.5148648988312177,13.810277323949562,0.221754430061581,0.4964810858363705,2.946540991160823,0.1537987516233086,0.2979640568053286,17.926816639436975,0.3836971057396469,23871,71,65,68,0.91,0.91,0,0,1,6,23,6,FALSE,FALSE,TRUE
2016-06-06,1.3235386648209904,3.4262455168942303,14.17976090102561,0.3971559806203989,0.495312401686277,3.2279588498080916,0.21120430378153904,0.2971685647769458,18.808561001698862,0.3590343232869817,15893,83,65,74,0,0,0,0,2,6,23,6,TRUE,FALSE,FALSE
2016-06-09,1.341730161198362,3.318915668895454,14.210080340019696,0.414191675737314,0.4955683408490126,3.1132597315088373,0.19865236095993366,0.29724770642201837,18.779031254859277,0.3802160253862944,19293,71,54,62.5,0,0,0,0,5,6,23,6,TRUE,FALSE,FALSE
2016-06-10,1.3429790826376513,3.3159459712972517,14.21377685020167,0.43206547228214987,0.495990057217897,3.173542350623769,0.17408685864365445,0.297537754432042,18.82989166119501,0.390893169808961,21322,77,57,67,0,0,0,0,6,6,24,6,TRUE,FALSE,FALSE
2016-06-11,1.3935886368986894,3.4259558188809542,13.834708467393863,0.2304206230871851,0.4960174213293573,3.013462293023621,0.13718629835988386,0.2973750294279212,18.070992309503257,0.3564390144480194,25486,88,59,73.5,0,0,0,0,7,6,24,6,FALSE,FALSE,FALSE
2016-06-12,1.387202424597937,3.5215486141663,13.813624187319745,0.23703377816884197,0.4957716185168891,2.9815231949943786,0.13528327711785698,0.2973016571344772,18.027263039546366,0.38799193973266416,20456.999999999996,83,62,72.5,0,0,0,0,1,6,24,6,FALSE,FALSE,FALSE
2016-06-13,1.3392471358428806,3.278407201309329,13.393436988543371,0.40085106382978725,0.4955810147299509,2.9941852700491,0.17424615384615386,0.29723076923076924,17.821403600654666,0.3491452082196763,15275,74,57,65.5,0,0,0,0,2,6,24,6,TRUE,FALSE,FALSE
2016-06-14,1.3549336338592537,3.3131173303280743,14.078859879789633,0.4110631104432757,0.49561733032807415,3.2630979213623843,0.1873503631354871,0.29740796393688956,18.79883608815427,0.3750397918579737,15971.999999999998,79,58,68.5,0,0,0,0,3,6,24,6,TRUE,FALSE,FALSE
2016-06-15,1.3452308034968539,3.2925524806503703,14.155445180689348,0.41653210089648646,0.4954618854056462,3.159406982571413,0.18581602539116876,0.29731054067598417,18.773383818698147,0.36599035766653676,17959,85,62,73.5,0,0,0,0,4,6,24,6,TRUE,FALSE,FALSE
2016-06-16,1.3669863705199394,3.3654492680464414,14.429581019687026,0.4117112569409389,0.49575971731448765,3.2708909641595154,0.18596617869762747,0.2975012619888945,19.158838465421503,0.39237753098883843,19810,74,65,69.5,0.22,0.22,0,0,5,6,24,6,TRUE,FALSE,TRUE
2016-06-17,1.3703549831509947,3.390221114342427,14.238265244887597,0.4375432765544939,0.49561464247795783,3.1024968840880764,0.1888801181738448,0.29753496745603103,18.82451599501454,0.37401592320751714,21663,78,63,70.5,0,0,0,0,6,6,25,6,TRUE,FALSE,FALSE
2016-06-18,1.3935564396598799,3.4982346516888994,14.101550432951088,0.23100475856151026,0.49570949372025896,3.052162805211015,0.14982603947265777,0.2974725017552071,18.39055074498791,0.39086567464960864,25638.000000000004,87,61,74,0,0,0,0,7,6,25,6,FALSE,FALSE,FALSE
2016-06-19,1.3948612346141245,3.553448776150138,13.881932887162447,0.23056582580614968,0.49656011606683204,2.988015163569991,0.15270042589039173,0.2979220292975148,18.119428558056818,0.37341423430731707,21367,88,66,77,0,0,0,0,1,6,25,6,FALSE,FALSE,FALSE
2016-06-21,1.3451894332255505,3.2985016167408943,13.900014032090782,0.4018973827100238,0.49563785003965594,3.1278713928375326,0.1963882618510158,0.29718138002562383,18.485374290769325,0.3527963855503359,16391.000000000004,87,72,79.5,0.01,0.01,0,0,3,6,25,6,TRUE,FALSE,TRUE
2016-06-22,1.344731977818854,3.2454442005545285,13.928799676524953,0.41407694085027724,0.49563886321626616,3.1680395101663588,0.17555683918669132,0.29734865988909426,18.54332659426987,0.357727202711029,17312,86,68,77,0,0,0,0,4,6,25,6,TRUE,FALSE,FALSE
2016-06-23,1.3566310104891475,3.256750441375013,13.826466922837263,0.4333004465676602,0.49553432339806835,3.0676638280195245,0.16576747325786687,0.29727386021393704,18.346355800186934,0.35354463080278326,19258,83,69,76,0,0,0,0,5,6,25,6,TRUE,FALSE,FALSE
2016-06-24,1.3620985418850662,3.348381301820261,14.202530258267416,0.43193081101686837,0.49537787096159347,3.116465739064138,0.19453445153912133,0.29736967502144285,18.802230058133993,0.37479486324216144,20986,84,67,75.5,0,0,0,0,6,6,26,6,TRUE,FALSE,FALSE
2016-06-25,1.3790712170796322,3.5239317438055164,14.195122720897615,0.2382148979273804,0.4962209755337385,3.0692266635499457,0.14968910705937355,0.29776764843384756,18.508841358890447,0.37479283543712016,25668,86,64,75,0,0,0,0,7,6,26,6,FALSE,FALSE,FALSE
2016-06-27,1.3424563591022445,3.334572319201995,13.735407730673316,0.40321072319201995,0.4956670822942643,3.0953703241895263,0.19718266832917705,0.29771820448877806,18.299930798004986,0.36335160362981433,16039.999999999998,83,67,75,0.45,0.45,0,0,2,6,26,6,TRUE,FALSE,TRUE
2016-06-28,1.3537854787612336,3.2515090192021723,13.740421542639167,0.3993340660761621,0.4950216590159695,3.037448761880132,0.19977888407577424,0.2971681644792138,18.242296502230555,0.3578015739603313,15467,76,68,72,0.12,0.12,0,0,3,6,26,6,TRUE,FALSE,TRUE
2016-06-29,1.3393036072144289,3.302758642284569,13.849058116232465,0.41620741482965934,0.49552229458917835,3.0187932114228455,0.19705160320641282,0.2975576152304609,18.339401928857715,0.3402481351592073,15968,83,67,75,0.01,0.01,0,0,4,6,26,6,TRUE,FALSE,TRUE
2016-06-30,1.355230334275736,3.4774865569044846,14.767749875270248,0.4289594766893952,0.4945950440711791,3.2170785520261655,0.2162359332557237,0.2970064859471146,19.48032318864682,0.3810143762588466,18039,85,67,76,0,0,0,0,5,6,26,6,TRUE,FALSE,FALSE
2016-07-01,1.3396802019776983,3.3845944666526404,14.010385019987377,0.4444561329686514,0.4949505575426047,3.0950683778666104,0.22825268251630548,0.29722280664843254,18.645004207868716,0.35110750227926224,19012.000000000004,79,66,72.5,0.83,0.83,0,0,6,7,27,7,TRUE,FALSE,TRUE
2016-07-02,1.3723816029143898,3.664200819672131,14.035820241347905,0.22435678506375228,0.49516165755919855,3.0462112932604737,0.17999943078324226,0.29737021857923496,18.337970173041896,0.32727500126492615,17568,76,63,69.5,0,0,0,0,7,7,27,7,FALSE,FALSE,FALSE
2016-07-03,1.3866394175501342,3.574973815302082,13.683453186869333,0.2446991952995274,0.49476306041640056,2.955268872142036,0.14650530080470048,0.2970302720653979,17.87975411930004,0.32557127347043047,15657.999999999998,78,64,71,0,0,0,0,1,7,27,7,FALSE,FALSE,FALSE
2016-07-04,1.3878171329322002,3.497151541467651,13.894814217480306,0.24750325662179765,0.49531666770051486,3.008890267353142,0.14977420755536258,0.2972458284225544,18.18716766949941,0.37442812687384985,16121,84,66,75,0.49,0.49,0,0,2,7,27,7,TRUE,FALSE,TRUE
2016-07-06,1.2901625320786998,3.2763284858853723,13.378715141146278,0.4136869118905047,0.4957228400342173,2.919175363558597,0.1954764756201882,0.2973310521813516,17.78684858853721,0.3135922203212622,11689.999999999998,91,75,83,0,0,0,0,4,7,27,7,TRUE,FALSE,FALSE
2016-07-07,1.3321934538348803,3.2646104054714216,13.589662310698584,0.4222948216902785,0.49618343917928676,2.9685875671714705,0.18584025403028823,0.29769174401563264,18.023013556424036,0.3489017634207241,16375.999999999998,89,77,83,0.04,0.04,0,0,5,7,27,7,TRUE,FALSE,TRUE
2016-07-08,1.3529229498037596,3.2649390621772363,13.675232390002066,0.4542449907043999,0.4956104110720925,3.0249354472216483,0.18818890725056808,0.29745920264408177,18.19458221441851,0.34106289735821343,19364,86,67,76.5,0.08,0.08,0,0,6,7,28,7,TRUE,FALSE,TRUE
2016-07-12,1.3226681505181888,3.3067955762676497,13.874904361132364,0.4085692425401683,0.49499200111288866,3.0534089170202408,0.1830166237740836,0.2968074007094665,18.37625999860889,0.34187519804007943,14377,82,68,75,0,0,0,0,3,7,28,7,TRUE,FALSE,FALSE
2016-07-13,1.3439083232810616,3.2528468033775635,13.697184559710495,0.41824487334137517,0.49556694813027746,3.006338962605549,0.16386067551266587,0.29724969843184557,18.12814113389626,0.34616440490550865,16580,85,71,78,0,0,0,0,4,7,28,7,TRUE,FALSE,FALSE
2016-07-14,1.3478951984213987,3.228117737338303,13.90681922823942,0.42254987941240957,0.496217934663451,3.0545181977636484,0.17172659504494628,0.29774720456040343,18.40586603814953,0.368422860483812,18244,88,73,80.5,0.62,0.62,0,0,5,7,28,7,TRUE,FALSE,TRUE
2016-07-15,1.3670150420003908,3.397595233444032,14.362024321156476,0.4239841765969916,0.4949453018167611,3.133671127173276,0.19561535456143778,0.2972162531744481,18.97374633717523,0.37784617763886175,20476,88,79,83.5,0,0,0,0,6,7,29,7,TRUE,FALSE,FALSE
2016-07-16,1.3934579819951933,3.4886345675994948,14.071154018493624,0.23937838608497292,0.49610982117397856,3.017264247016172,0.14869159639903867,0.29764145179029694,18.3364499572284,0.3887558443204294,24548.999999999996,90,75,82.5,0.01,0.01,0,0,7,7,29,7,FALSE,FALSE,TRUE
2016-07-17,1.3799769186381996,3.5353341988844007,13.76179601846509,0.24206578188113098,0.4955760723216003,2.986048759376803,0.14361463743027506,0.2972302365839584,17.987893825735718,0.36506776142847985,20796.000000000004,89,75,82,0,0,0,0,1,7,29,7,FALSE,FALSE,FALSE
2016-07-18,1.3673204312248344,3.3225931939212883,13.896723600467594,0.4082023639433693,0.49509676581374207,3.0217171061176775,0.1767917911417067,0.2970385764384985,18.365241589816858,0.3551516250306678,15398.000000000002,93,72,82.5,0.35,0.35,0,0,2,7,29,7,TRUE,FALSE,TRUE
2016-07-19,1.3427427563276109,3.2893709710253103,13.97264640021714,0.41134559272579224,0.4950464816448395,3.064814412702721,0.1796552894076135,0.29710931668589263,18.481555947614847,0.32323884327429825,14737,83,73,78,0,0,0,0,3,7,29,7,TRUE,FALSE,FALSE
2016-07-20,1.3550343461847887,3.3240027229407763,14.058685562225385,0.41515564081935763,0.4952039111331147,3.0834810322420942,0.19298780865152548,0.29727087072219816,18.6010712296553,0.32446007041139785,16159,85,68,76.5,0,0,0,0,4,7,29,7,TRUE,FALSE,FALSE
2016-07-21,1.3703186917452699,3.323498353519004,14.259914606239883,0.4164480660824915,0.49586984428196684,3.1005118044315454,0.17927108332868227,0.2976558575654406,18.807739018808952,0.3677698554445499,17917,90,71,80.5,0,0,0,0,5,7,29,7,TRUE,FALSE,FALSE
2016-07-23,1.392798275643464,3.5325096149782342,13.945211106884747,0.24679852922530748,0.49602721778453995,3.0059803051434852,0.18446261780989814,0.29762900976290096,18.241545581336375,0.3394897369792767,23661,96,80,88,0,0,0,0,7,7,30,7,FALSE,FALSE,FALSE
2016-07-24,1.4010705691695722,3.6130344251829296,14.007801404508177,0.2409762805087659,0.4954083386534401,2.9727014683494573,0.19907184599518735,0.297318666208319,18.275884201738446,0.35472767874194483,20363,94,75,84.5,0,0,0,0,1,7,30,7,FALSE,FALSE,FALSE
2016-07-25,1.3447937131630647,3.242905206286837,13.53010068762279,0.44640225933202354,0.49616281925343814,2.9484325884086444,0.19092583497053045,0.29762401768172886,17.973956286836934,0.34464114685658154,16288,93,73,83,1,1,0,0,2,7,30,7,TRUE,FALSE,TRUE
2016-07-26,1.3575086942775845,3.3838065128043,14.099019917799557,0.40654441985456846,0.4953525134366108,3.067743914005691,0.2103300663926652,0.2973632627252608,18.64616123932975,0.3297019355745249,15815,89,72,80.5,0,0,0,0,3,7,30,7,TRUE,FALSE,FALSE
2016-07-28,1.366748299319728,3.2781491156462583,13.971912925170068,0.42889795918367346,0.4955646258503401,3.0229572789115644,0.1702443537414966,0.2974204081632653,18.449781224489797,0.3574302343159486,18375,95,75,85,0.01,0.01,0,0,5,7,30,7,TRUE,FALSE,TRUE
2016-07-29,1.3682467500370719,3.348712866393159,14.12540556571598,0.4277099500766151,0.4953042360733528,3.0568355494043793,0.2049097919035144,0.29731600019771637,18.670777519648066,0.3734045112286425,20231,85,69,77,1.09,1.09,0,0,6,7,31,7,TRUE,FALSE,TRUE
2016-07-30,1.4086506622516557,3.3546672185430464,13.647899006622517,0.2418253311258278,0.4958195364238411,2.945519453642384,0.14623923841059602,0.2975413907284768,17.848415976821194,0.35972062408020605,24160,84,73,78.5,0.25,0.25,0,0,7,7,31,7,FALSE,FALSE,TRUE
2016-07-31,1.4105306458247635,3.4643320649938296,13.631745680789798,0.24462669683257918,0.4951151789387084,2.938072295351707,0.16120577951460305,0.29722336487042367,17.840852529823117,0.3515505736093971,19448,78,71,74.5,1.08,1.08,0,0,1,7,31,7,FALSE,FALSE,TRUE
2016-08-01,1.357922151052298,3.432948546491166,13.979337650454001,0.4033574998240304,0.4948264939818399,3.013246287041599,0.21240304075455763,0.2969803617934821,18.467523052016613,0.3264815075510507,14207.000000000002,80,69,74.5,0.01,0.01,0,0,2,8,31,8,TRUE,FALSE,TRUE
2016-08-02,1.3499063169164882,3.410126472162741,14.057648554603855,0.41729122055674517,0.4952154710920771,3.0400495182012848,0.19247055674518201,0.29712928265524624,18.560501204496788,0.3501259702890792,14944,79,68,73.5,0,0,0,0,3,8,31,8,TRUE,FALSE,FALSE
2016-08-03,1.352761310452418,3.3558340093603745,14.07068205928237,0.41956318252730107,0.4959126365054602,3.0918283931357253,0.16634633385335412,0.29752886115444616,18.602282683307333,0.35109388108857686,16025.000000000002,80,66,73,0,0,0,0,4,8,31,8,TRUE,FALSE,FALSE
2016-08-04,1.3686174724342663,3.4182527565733674,14.129579869946282,0.4235510319479785,0.495787390443879,3.0780508905852417,0.1768651399491094,0.29742154368108564,18.66080633305061,0.3585098011497503,17685,81,67,74,0,0,0,0,5,8,31,8,TRUE,FALSE,FALSE
2016-08-06,1.4108847283406756,3.5055176211453745,13.954209342878121,0.25332690895741555,0.4954341042584435,2.9569140051395006,0.1439821953010279,0.2973155286343612,18.160515785609398,0.33856361661771905,21792,87,72,79.5,0.05,0.05,0,0,7,8,32,8,FALSE,FALSE,TRUE
2016-08-07,1.3971126912303382,3.5745259642318468,13.854997306614953,0.25387847446670975,0.4953673777203189,2.9481103210514976,0.15583979745744453,0.297349709114415,18.067113768584356,0.3439575103545692,18564,86,70,78,0,0,0,0,1,8,32,8,FALSE,FALSE,FALSE
2016-08-09,1.3598398564229999,3.3797176779181335,13.815752053565266,0.4169255194312142,0.49530613653620487,2.9843059294539933,0.21073100020708221,0.2972665148063781,18.285994339752882,0.32559353980196803,14487,87,71,79,0,0,0,0,3,8,32,8,TRUE,FALSE,FALSE
2016-08-10,1.3651864573110892,3.2800159470068695,13.503250122669284,0.42618375858684987,0.4961972522080471,2.9605992394504415,0.19558697252208046,0.2978287536800785,17.943605863591756,0.3427459519136408,16304.000000000002,86,75,80.5,0.09,0.09,0,0,4,8,32,8,TRUE,FALSE,TRUE
2016-08-12,1.3625707758021257,3.3347099433793583,13.914573358498062,0.4344889242078077,0.495405781265521,3.010291049965233,0.2061646965332274,0.2973924704479984,18.430321346975266,0.3578086680352748,20134,93,73,83,0.32,0.32,0,0,6,8,33,8,TRUE,FALSE,TRUE
2016-08-13,1.39646025395721,3.3720842755261784,13.620648808488433,0.2429987823969386,0.49582536093233603,2.9645886241085404,0.14733866759436423,0.2975995825360932,17.843086623760655,0.34647855424131735,22996,96,81,88.5,0,0,0,0,7,8,33,8,FALSE,FALSE,FALSE
2016-08-14,1.3887823585810164,3.487653137317567,13.517921061041866,0.24081176094598913,0.49643123468626826,2.895728134654309,0.14442260573133056,0.29782678171939914,17.668109619686803,0.34013564859202444,18774,94,78,86,0.06,0.06,0,0,1,8,33,8,FALSE,FALSE,TRUE
2016-08-17,1.3581263672629005,3.338080684596577,13.796354394543817,0.4207309226611762,0.49546390425942605,2.9948533007334963,0.1735143482177326,0.29747136790631834,18.25306009522584,0.33475321351463416,15542,85,77,81,0.01,0.01,0,0,4,8,33,8,TRUE,FALSE,TRUE
2016-08-18,1.3634806238185255,3.327009688090737,13.952206994328922,0.41505198487712663,0.4952741020793951,3.0675035444234404,0.19254903119092628,0.2972353497164461,18.49226902173913,0.34795816595778195,16928,85,72,78.5,0.03,0.03,0,0,5,8,33,8,TRUE,FALSE,TRUE
2016-08-19,1.3510199876365134,3.404141252833299,14.11466361013806,0.42896146713373173,0.4953894498248506,3.106331650525448,0.20157582938388627,0.29746548526684524,18.71883886255924,0.35391798028710764,19412,88,74,81,0.01,0.01,0,0,6,8,34,8,TRUE,FALSE,TRUE
2016-08-20,1.3972822108345535,3.503140098828697,13.981848920204978,0.2506863103953148,0.4958592606149341,2.997649158125915,0.15012856881405565,0.29751555636896043,18.244020863836017,0.34649156854969904,21856,83,70,76.5,0.82,0.82,0,0,7,8,34,8,FALSE,FALSE,TRUE
2016-08-22,1.35365099009901,3.470266089108911,14.161169554455446,0.39839882425742573,0.49489480198019803,3.097428063118812,0.21268100247524752,0.29716893564356434,18.739061726485147,0.3328043780940594,12928.000000000002,79,65,72,0,0,0,0,2,8,34,8,TRUE,FALSE,FALSE
2016-08-23,1.3400378071833647,3.2902994328922497,13.646673724007561,0.41103969754253306,0.49512287334593574,3.0050797731568997,0.17520756143667296,0.29723251417769375,18.109263516068054,0.34388991808443603,13225,82,61,71.5,0,0,0,0,3,8,34,8,TRUE,FALSE,FALSE
2016-08-24,1.344993715961458,3.2914132104454685,13.6519403714565,0.42322999581064097,0.49567099567099565,2.9500984499371596,0.18077084206116464,0.2976120653540008,18.07472070939813,0.3436131670002638,14322,88,68,78,0,0,0,0,4,8,34,8,TRUE,FALSE,FALSE
2016-08-25,1.3595147270339567,3.29642111187543,13.692288787442937,0.4381214433118629,0.4960602839096992,2.986047776874492,0.18307798136451756,0.29761740979300855,18.168246513663934,0.3425510877646454,15991,86,69,77.5,0.01,0.01,0,0,5,8,34,8,TRUE,FALSE,TRUE
2016-08-26,1.3410710045119925,3.284262051769176,13.65343030159107,0.4324388506293042,0.4957254808834006,2.9504713844692474,0.17014129660413205,0.2974709095226787,18.075488601282355,0.34587715045251854,16844,90,75,82.5,0,0,0,0,6,8,35,8,TRUE,FALSE,FALSE
2016-08-28,1.3809781627865005,3.5126487396980086,13.731848643445828,0.2550682788906936,0.49488660289959696,2.9402743187150335,0.13558683751428743,0.29711243457859593,17.935619924201408,0.3310655584297526,16623,89,72,80.5,0,0,0,0,1,8,35,8,FALSE,FALSE,FALSE
2016-08-29,1.3461635857179033,3.434434878028193,13.694635772769477,0.42048619903773105,0.49425170929349205,2.989298556596607,0.21957119945977885,0.2967839959483413,18.20403730902338,0.31772481078191384,11847,91,74,82.5,0,0,0,0,2,8,35,8,TRUE,FALSE,FALSE
2016-08-30,1.3360026417898125,3.3389573185833403,13.757733014117065,0.43333608519772143,0.4946751424089821,3.0090770246842236,0.19549739948815323,0.29678031866589616,18.270724015520514,0.34726253703550825,12112.999999999998,86,69,77.5,0,0,0,0,3,8,35,8,TRUE,FALSE,FALSE
2016-09-01,1.350828729281768,3.341667982109971,13.862828860826099,0.4258747697974217,0.4950670876085241,2.9728420152591424,0.21828860826098395,0.2969613259668508,18.35942186266772,0.34049579423543513,15203.999999999998,79,69,74,0.5,0.5,0,0,5,9,35,9,TRUE,FALSE,TRUE
2016-09-02,1.3577670536063648,3.5248500065214556,14.235254336767966,0.44685013695056736,0.4946524064171123,3.11019955654102,0.24355419329594366,0.29686970131733403,18.911497326203207,0.343349437705607,15334,81,66,73.5,0,0,0,0,6,9,36,9,TRUE,FALSE,FALSE
2016-09-03,1.3925657894736843,3.6830013157894737,14.18940394736842,0.26361842105263156,0.4941776315789474,3.03295,0.21814868421052633,0.2965263157894737,18.571255921052632,0.3527207785087719,15199.999999999998,75,66,70.5,0,0,0,0,7,9,36,9,FALSE,FALSE,FALSE
2016-09-04,1.3766928011404134,3.6783713471133286,14.078611546685673,0.27049180327868855,0.4949394155381326,3.0237633642195294,0.20326728439059158,0.2971133285816108,18.44946258018532,0.3178284232200839,14030.000000000002,80,65,72.5,0,0,0,0,1,9,36,9,FALSE,FALSE,FALSE
2016-09-05,1.367033529562324,3.7433410118590564,14.140623666922618,0.23474959474447574,0.49500895828001024,3.0088072690043512,0.24407473765037113,0.2970309700537497,18.51076102721611,0.3120983941453611,11721,84,65,74.5,0,0,0,0,2,9,36,9,TRUE,FALSE,FALSE
2016-09-06,1.312907327928787,3.364830710538865,13.932678429502463,0.42624384040693053,0.49455571451279606,2.94170561119059,0.23592036242250836,0.29685264663805433,18.419694802098235,0.3291771092742719,12582,80,71,75.5,0.01,0.01,0,0,3,9,36,9,TRUE,FALSE,TRUE
2016-09-09,1.348879769299024,3.2068921916592723,13.953361246672582,0.4438498225377107,0.49467613132209404,3.0126547249334514,0.19245008873114464,0.29687222715173023,18.481350377107365,0.34248354776693285,18032.000000000004,91,75,83,0.22,0.22,0,0,6,9,37,9,TRUE,FALSE,TRUE
2016-09-10,1.3698693171360206,3.3894399963187927,13.886076753175042,0.23621847966132892,0.4954905208908522,2.957340327627462,0.14885606478925087,0.29723909442297075,18.105939628198048,0.33677430363826,21732,90,74,82,0.01,0.01,0,0,7,9,37,9,FALSE,FALSE,TRUE
2016-09-11,1.3772809191259292,3.5335419013291283,13.902289930164452,0.24526920477585043,0.4948749718405046,2.91584365848164,0.15420139671097094,0.29712773147105204,18.088695652173914,0.35770989774974343,17756,83,67,75,0,0,0,0,1,9,37,9,FALSE,FALSE,FALSE
2016-09-15,1.3288114499066583,3.1117902924704417,13.695336652146857,0.4437149968886123,0.49589296826384566,2.916778469197262,0.16363658991910393,0.29757311761045424,18.088026135656502,0.3652720908525202,16070,74,61,67.5,0,0,0,0,5,9,37,9,TRUE,FALSE,FALSE
2016-09-16,1.3370027804573568,3.2143516994836294,13.866177154854451,0.45131362424104865,0.4954321057708676,2.9563195823639563,0.18369176644158203,0.29739544912897914,18.328619417806276,0.3720477185748422,17623,73,61,67,0,0,0,0,6,9,38,9,TRUE,FALSE,FALSE
2016-09-17,1.355107551913586,3.3511826054567466,14.167398267995157,0.24904553496601173,0.495250954465034,2.967960238383462,0.1208268926343235,0.2971366048980352,18.371431231958283,0.40762199822040124,21478,77,59,68,0,0,0,0,7,9,38,9,FALSE,FALSE,FALSE
